-141.816238,615.792297,12.215379,353.748596,0,0 // 
-141.436157,616.461242,12.215379,2.093495,0,0 // 
-134.545654,648.742919,12.340379,180.600036,0,0 // 
-265.507934,546.557800,12.744755,153.661636,0,0 // 
2565.033447,-2446.257080,22.001701,239.595947,0,0 // 
-287.471893,569.945190,12.807999,155.769836,0,0 // 
-1747.466308,-2835.781250,7.985933,142.227508,0,0 // 
-894.375976,-1558.577880,1398.778808,350.615722,0,1 // 
1501.546142,2487.305175,2501.000000,162.654800,1,1 // 
-141.190902,612.668273,12.119367,162.540512,0,0 // pravo
-287.235778,575.161071,12.073047,346.241851,0,0 // cb
1501.766357,2487.305419,2501.000000,154.570800,1,1 // 
-264.283508,544.170104,12.677341,167.232040,0,0 // carcb
-134.373550,649.065856,12.176317,347.223175,0,0 // carpravo
-287.251739,574.865356,12.074173,7.022889,0,0 // exitcb
-224.127502,557.830993,12.677021,340.644500,0,0 // spawntccb
-286.644256,575.200866,12.076638,347.395507,0,0 // poslevixoda
1501.510620,2487.304687,2501.000000,12.922530,1,1 // vixodcb
-886.708374,-1568.073730,1398.461059,279.557830,0,1 // rabota
-887.033813,-1570.477661,1398.461059,238.045654,0,1 // fama
-886.708862,-1572.971435,1398.461059,284.567687,0,1 // otdelkadrov
-876.494934,-1577.819458,1398.461059,191.785797,0,1 // razdevalka
-1106.034790,1514.500488,1499.945922,240.102111,1,1 // otdelkadrovgibgg
-1109.006713,1510.826416,1499.945922,40.908542,1,1 // nomeragibdd
-1093.938720,1525.167602,1499.947265,172.184478,2,1 // razdevalkaymvd
-1106.243041,1514.462036,1499.953247,278.089355,2,1 // otdelkadrovymvd
-1093.999633,1525.222656,1499.947265,163.574401,1,1 // rozdevalkadibdd
2907.191650,1515.178344,1549.679321,180.000000,6,1 // 
2907.191650,1515.178344,1551.189453,180.000000,6,1 // 
-1697.514282,-2702.269531,1499.500000,263.567810,6,1 // 
-1697.514282,-2702.191406,1499.500000,272.097625,6,1 // 
-1800.074584,-2766.852539,1501.000000,181.206268,0,1 // 
-2003.597045,-1506.613769,1751.005249,181.230987,0,1 // lazaret
-1699.935058,-2700.415527,1499.500000,279.876983,0,1 // tp posle jail
-1697.526123,-2702.301269,1499.500000,266.658081,0,1 // coridor(jail)
-1801.923828,-2766.306884,1501.000000,97.002349,0,1 // vxod v comnatu jail
-1798.070190,-2759.763183,1501.000000,264.037750,0,1 // lesopilka
-1800.096679,-2759.629394,1501.000000,99.127182,0,1 // lesopilka vihod
-1800.193969,-2766.230468,1501.000000,279.821533,0,1 // comnata jail vihod
-1801.928344,-2757.539306,1501.000000,92.198120,0,1 // lazaret vxod
-1800.004760,-2757.405029,1501.000000,262.155700,0,1 // lazaret vixod
-1801.931030,-2757.609375,1501.000000,84.559600,0,1 // pidor
1797.498413,2537.116210,14.682506,306.529693,0,0 // skuter
1806.784667,2520.366455,14.810682,298.298126,0,0 // quest
1814.886108,2510.388916,14.644563,23.080257,0,0 // pomoch
1818.531494,2531.319824,14.550577,34.624965,0,0 // autobus
1301.010498,1705.022460,1498.363159,265.716888,0,1 // dmz
1301.093872,1703.928344,1498.363159,169.121032,0,1 // dmzvixod
741.686767,1753.884399,1191.398559,255.834487,0,1 // spawndmz
-2381.142333,31.692306,26.519105,93.604034,0,0 // gps pk
-34.599575,615.147399,12.148788,167.642349,0,0 // 
-874.795104,-1578.699707,1398.461059,5.219470,0,1 // pravo razdevalka
-869.514526,-1580.429809,1398.461059,96.263710,0,1 // pravo spawn
-1092.314208,1525.145263,1499.947265,186.020080,1,1 // razdv gibdd
-1092.359252,1525.245727,1499.947265,23.052818,2,1 // razdev umvd
1497.450317,2530.364746,2501.000000,96.589546,1,1 // razdev cb
2913.000244,1992.804321,2050.988525,312.360015,1,1 // razdev fcb
-2399.997070,-394.373474,30.582672,171.278228,0,0 // fsb vxod
1666.589965,1782.743408,16.400112,8.537825,0,0 // vhod v armiyou
-2400.091308,-394.376617,30.582695,182.360656,0,0 // vhod fsb
