995.452331,1001.766601,1500.253295,181.725341,0,1 // 
1731.037353,2452.861328,14.979245,281.012481,0,0 // 
1731.037353,2452.861328,14.979245,281.012481,0,0 // 
1730.035766,2457.393798,14.979245,278.575286,0,0 // 
1783.465454,2506.364013,13.798434,128.390045,0,0 // 
1785.862670,2502.969970,13.747919,128.390045,0,0 // 
-2452.316650,192.652160,26.064903,109.339920,0,0 // 
-2466.164062,196.093688,26.095458,196.735443,0,0 // 
-2453.884033,193.858535,26.083225,1.554600,0,0 // 
-2460.680419,196.615829,25.212846,195.952636,0,0 // 
-2464.192626,197.035476,25.205907,179.715484,0,0 // 
854.067993,829.035583,13.355622,248.414916,0,0 // 
876.820556,853.247070,12.608702,300.411773,0,0 // 
881.334594,851.017028,12.703028,300.411773,0,0 // 
876.830688,853.349975,13.078831,249.526519,0,0 // 
1797.571289,2537.010253,14.715876,307.091644,0,0 // 
2746.754150,-2419.480224,20.837760,215.019821,0,0 // 
2750.877685,-2419.395751,20.837682,327.571868,0,0 // 
-2601.825927,2011.767578,9.544275,81.618927,0,0 // 
-886.708679,-1572.843261,1398.501098,262.806732,1,1 // 
1635.563354,-598.572753,39.368892,345.140472,0,0 // 
2727.993408,-557.824096,22.412769,345.140472,0,0 // 
2659.775390,1611.588989,15.814468,345.140472,0,0 // 
483.304229,2141.093994,10.309327,345.140472,0,0 // 
-879.545043,-1566.168823,1398.818847,208.788619,1,1 // 
-447.736541,-224.610885,31.479152,28.633214,0,0 // 
-443.714721,-259.075592,35.150775,232.610839,0,0 // 
-459.567047,-269.903594,37.227931,20.589939,0,0 // 
-489.857330,-280.947052,37.340572,151.128799,0,0 // 
-492.033111,-253.419326,37.883533,336.979644,0,0 // 
-541.925292,-237.002609,37.725299,34.818855,0,0 // 
-543.513000,-191.124069,34.733551,309.219665,0,0 // 
-525.204406,-170.851928,30.950805,355.182617,0,0 // 
-497.020202,-165.960861,28.428199,249.569091,0,0 // 
-463.204315,-177.426849,27.348133,266.820495,0,0 // 
-468.740570,-155.870788,27.532936,263.482696,0,0 // 
-410.279785,-187.526596,26.171741,227.575012,0,0 // 
-392.128692,-204.193054,38.139019,301.667358,0,0 // 
-445.921569,-205.304244,28.437095,357.912780,0,0 // 
-442.544403,-236.274215,32.102386,25.932415,0,0 // 
-410.198486,-271.585205,38.439678,357.750976,0,0 // 
1807.117919,2514.033935,14.626319,128.642074,0,0 // 
-2659.378906,1998.527099,9.555624,346.188507,0,0 // 
831.706726,800.586547,13.166390,234.431976,0,0 // 
-2430.092041,190.622879,26.135101,357.649444,0,0 // 
-425.657043,-238.372253,37.971088,228.346130,0,0 // 
1851.094238,2239.690185,14.503208,277.434997,0,0 // 
1863.748046,2275.195800,14.503218,277.434997,0,0 // 
1869.019775,2276.453125,14.503181,277.434997,0,0 // 
2376.687011,-2139.306396,22.129489,1.602326,0,0 // 
2376.612792,-2142.767578,22.000938,178.507644,0,0 // 
-2326.777587,-29.076337,27.418167,183.863403,0,0 // 
-2326.206054,-24.226778,26.709602,359.932525,0,0 // 
-2112.231689,2169.783691,58.724487,357.302459,0,0 // 
-2112.712890,2166.333740,58.565986,172.635375,0,0 // 
1551.044067,411.322357,1001.039306,177.916137,339,1 // 
646.022949,1699.018310,12.162509,275.086120,0,0 // 
647.345825,1704.223754,12.162509,198.750274,0,0 // 
647.345825,1704.223754,12.162509,198.750274,0,0 // vvv
