-2399.956542,-383.990722,29.440212,168.432144,0,0

-2350.305419,-435.642944,29.444908,211.506546,0,0

-2341.347167,-446.736877,28.610755,158.761398,0,0

-2344.359863,-446.872467,28.678569,350.284851,0,0

-2347.277343,-447.061279,28.655986,29.788349,0,0

-2350.382324,-447.028045,28.564281,338.780395,0,0

1945.741333,-2233.226074,10.457541,293.302551,0,0

1942.643920,-2233.309082,10.457413,293.302551,0,0

1939.136962,-2233.379150,10.458149,293.302551,0,0

-455.364471,2631.377197,20.298929,154.419891,0,0

2379.534912,1725.343505,13.696249,237.564346,0,0

2401.101562,1649.435302,14.162533,269.125061,0,0

2401.303710,1645.743652,14.169898,272.939056,0,0

-2512.265869,328.917968,7.694037,359.999969,0,0

654.545776,168.784423,2.081145,186.328811,0,0

-2530.635986,355.645568,2.100287,356.873931,0,0

2506.951171,-1253.455688,1.436212,3.995576,0,0

2310.545654,300.313903,2.039983,183.064895,0,0

2501.751708,-760.497375,11.358708,22.004476,0,0

